ID_Livro,Titulo,Numero_Paginas,Data_Aquisicao,Categoria,Valor_Aquisicao,Exemplares_Disponiveis,Biblioteca,Exemplares_Emprestados,Idioma,Renovacoes_Realizadas
598,O Hobbit #598,659,2016-08-20,Romance,33.77,7,MG,9,Espanhol,1
599,O Pequeno Príncipe #599,538,2016-08-21,Ficção Científica,73.69,6,SP,8,Inglês,7
600,Memórias Póstumas #600,325,2016-08-22,Distopia,71.48,10,ES,12,Inglês,2
601,Neuromancer #601,627,2016-08-23,Suspense,149.28,4,SP,10,Espanhol,7
602,Cem Anos de Solidão #602,844,2016-08-24,Distopia,31.62,8,ES,3,Francês,2
603,O Senhor dos Anéis #603,799,2016-08-25,Ficção Científica,126.13,3,SP,11,Espanhol,4
604,A Hora da Estrela #604,1168,2016-08-26,Romance,81.97,6,ES,8,Português,3
605,A Hora da Estrela #605,701,2016-08-27,Infantil,93.08,1,MG,10,Francês,8
606,Dom Casmurro #606,1091,2016-08-28,Romance,123.49,6,RJ,1,Francês,0
607,Harry Potter #607,1105,2016-08-29,Terror,44.11,9,RJ,6,Francês,6
608,Capitães da Areia #608,1011,2016-08-30,Clássico,142.02,9,ES,0,Espanhol,4
609,Moby Dick #609,838,2016-08-31,Realismo Mágico,50.54,9,SP,0,Português,3
610,Memórias Póstumas #610,1192,2016-09-01,Ficção,104.17,3,MG,8,Francês,7
611,O Hobbit #611,201,2016-09-02,Clássico,86.47,6,RJ,7,Francês,0
612,Moby Dick #612,1134,2016-09-03,Terror,142.83,10,SP,12,Espanhol,0
613,Harry Potter #613,673,2016-09-04,Fantasia,141.69,5,ES,3,Francês,6
614,O Alquimista #614,305,2016-09-05,Distopia,72.71,5,ES,7,Espanhol,6
615,Harry Potter #615,266,2016-09-06,Fantasia,116.48,9,RJ,9,Francês,2
616,O Código Da Vinci #616,858,2016-09-07,Clássico,86.74,3,MG,12,Espanhol,1
617,O Pequeno Príncipe #617,415,2016-09-08,Romance,102.46,3,ES,7,Inglês,7
618,O Senhor dos Anéis #618,1025,2016-09-09,Infantil,142.21,9,ES,3,Inglês,5
619,Grande Sertão: Veredas #619,266,2016-09-10,Terror,27.76,9,RJ,11,Inglês,6
620,Cem Anos de Solidão #620,212,2016-09-11,Realismo Mágico,126.97,4,SP,2,Espanhol,0
621,O Pequeno Príncipe #621,619,2016-09-12,Ficção,99.21,5,RJ,9,Francês,0
622,A Hora da Estrela #622,314,2016-09-13,Fantasia,30.41,9,RJ,11,Inglês,2
623,O Pequeno Príncipe #623,344,2016-09-14,Suspense,96.76,9,SP,6,Francês,4
624,O Senhor dos Anéis #624,754,2016-09-15,Fantasia,115.17,7,SP,5,Português,2
625,Neuromancer #625,661,2016-09-16,Fantasia,92.76,3,MG,1,Português,6
626,Drácula #626,340,2016-09-17,Ficção Científica,52.35,5,SP,1,Espanhol,5
627,It - A Coisa #627,678,2016-09-18,Suspense,115.59,6,MG,8,Francês,5
628,It - A Coisa #628,937,2016-09-19,Infantil,145.85,5,ES,5,Inglês,5
629,Ensaio Sobre a Cegueira #629,1175,2016-09-20,Ficção Científica,118.31,9,MG,5,Francês,4
630,Orgulho e Preconceito #630,694,2016-09-21,Realismo Mágico,67.02,1,MG,3,Francês,5
631,Cem Anos de Solidão #631,835,2016-09-22,Suspense,98.42,8,ES,6,Inglês,3
632,1984 #632,831,2016-09-23,Realismo Mágico,49.24,2,RJ,4,Português,7
633,O Código Da Vinci #633,930,2016-09-24,Clássico,149.89,10,RJ,10,Inglês,2
634,1984 #634,908,2016-09-25,Realismo Mágico,25.25,3,RJ,6,Inglês,7
635,A Revolução dos Bichos #635,167,2016-09-26,Terror,145.83,10,SP,10,Espanhol,0
636,Grande Sertão: Veredas #636,877,2016-09-27,Clássico,107.01,2,ES,1,Inglês,3
637,O Senhor dos Anéis #637,109,2016-09-28,Romance,81.89,8,ES,10,Português,2
638,O Hobbit #638,1154,2016-09-29,Suspense,40.6,2,RJ,5,Português,6
639,1984 #639,875,2016-09-30,Ficção Científica,36.72,1,MG,3,Português,3
640,O Pequeno Príncipe #640,133,2016-10-01,Romance,75.77,6,RJ,1,Espanhol,5
641,Ensaio Sobre a Cegueira #641,982,2016-10-02,Romance,122.85,10,ES,6,Francês,4
642,Orgulho e Preconceito #642,982,2016-10-03,Realismo Mágico,104.58,10,SP,11,Inglês,0
643,Harry Potter #643,730,2016-10-04,Ficção,134.22,1,SP,3,Francês,6
644,O Senhor dos Anéis #644,429,2016-10-05,Distopia,119.8,8,ES,0,Espanhol,4
645,Drácula #645,882,2016-10-06,Realismo Mágico,135.33,2,RJ,2,Espanhol,0
646,Orgulho e Preconceito #646,131,2016-10-07,Romance,82.3,5,MG,1,Inglês,2
647,Dom Casmurro #647,1140,2016-10-08,Distopia,62.55,1,SP,8,Francês,8
648,Orgulho e Preconceito #648,927,2016-10-09,Fantasia,35.16,8,RJ,6,Francês,8
649,Grande Sertão: Veredas #649,997,2016-10-10,Distopia,37.43,3,ES,3,Espanhol,0
650,O Pequeno Príncipe #650,1187,2016-10-11,Suspense,76.6,6,ES,6,Inglês,0
651,Neuromancer #651,826,2016-10-12,Realismo Mágico,76.64,7,RJ,12,Espanhol,7
652,Cem Anos de Solidão #652,989,2016-10-13,Clássico,120.23,9,RJ,11,Espanhol,3
653,Memórias Póstumas #653,497,2016-10-14,Terror,51.34,3,ES,12,Inglês,0
654,Grande Sertão: Veredas #654,1164,2016-10-15,Ficção Científica,79.56,7,ES,8,Inglês,1
655,Drácula #655,403,2016-10-16,Romance,111.65,8,MG,12,Francês,6
656,Drácula #656,680,2016-10-17,Romance,148.03,1,RJ,12,Inglês,8
657,Drácula #657,336,2016-10-18,Clássico,71.02,5,ES,7,Francês,3
658,O Senhor dos Anéis #658,188,2016-10-19,Romance,82.69,8,SP,6,Espanhol,7
659,Cem Anos de Solidão #659,119,2016-10-20,Ficção,39.0,8,SP,7,Espanhol,3
660,O Hobbit #660,295,2016-10-21,Ficção,124.11,7,MG,1,Português,2
661,1984 #661,328,2016-10-22,Terror,61.71,10,ES,12,Espanhol,3
662,Harry Potter #662,281,2016-10-23,Realismo Mágico,133.0,1,SP,4,Francês,2
663,Ensaio Sobre a Cegueira #663,929,2016-10-24,Ficção Científica,57.91,1,MG,11,Inglês,8
664,O Código Da Vinci #664,786,2016-10-25,Infantil,129.45,6,RJ,3,Francês,8
665,Orgulho e Preconceito #665,221,2016-10-26,Fantasia,64.76,5,SP,7,Espanhol,7
666,Orgulho e Preconceito #666,1135,2016-10-27,Realismo Mágico,27.73,3,RJ,6,Espanhol,0
667,A Revolução dos Bichos #667,953,2016-10-28,Realismo Mágico,137.94,3,SP,9,Inglês,6
668,Moby Dick #668,578,2016-10-29,Romance,141.78,2,RJ,9,Francês,2
669,O Pequeno Príncipe #669,525,2016-10-30,Romance,110.21,2,ES,5,Espanhol,0
670,Memórias Póstumas #670,1069,2016-10-31,Clássico,54.74,6,MG,5,Francês,7
671,A Hora da Estrela #671,757,2016-11-01,Ficção,107.2,6,MG,6,Francês,4
672,Memórias Póstumas #672,1109,2016-11-02,Ficção Científica,101.78,3,RJ,12,Inglês,6
673,Cem Anos de Solidão #673,822,2016-11-03,Ficção,82.13,2,RJ,6,Português,7
674,O Alquimista #674,224,2016-11-04,Ficção,134.65,7,SP,5,Português,0
675,O Pequeno Príncipe #675,742,2016-11-05,Romance,83.62,8,MG,7,Francês,4
676,O Alquimista #676,115,2016-11-06,Distopia,66.43,5,ES,5,Inglês,1
677,1984 #677,224,2016-11-07,Ficção,97.46,6,MG,7,Francês,4
678,Orgulho e Preconceito #678,519,2016-11-08,Ficção,88.52,2,SP,9,Português,0
679,O Alquimista #679,781,2016-11-09,Distopia,136.22,8,SP,5,Espanhol,6
680,Dom Casmurro #680,387,2016-11-10,Distopia,66.14,3,RJ,1,Espanhol,7
681,1984 #681,839,2016-11-11,Ficção,148.4,1,SP,6,Espanhol,6
682,O Hobbit #682,1052,2016-11-12,Distopia,119.08,10,ES,6,Francês,3
683,Ensaio Sobre a Cegueira #683,349,2016-11-13,Suspense,76.46,1,ES,5,Francês,5
684,It - A Coisa #684,737,2016-11-14,Realismo Mágico,41.07,9,SP,3,Espanhol,8
685,O Hobbit #685,532,2016-11-15,Suspense,84.87,3,RJ,9,Espanhol,5
686,It - A Coisa #686,968,2016-11-16,Realismo Mágico,30.04,1,MG,8,Francês,4
687,Ensaio Sobre a Cegueira #687,1171,2016-11-17,Distopia,86.56,8,ES,0,Português,1
688,O Senhor dos Anéis #688,1081,2016-11-18,Suspense,120.17,2,MG,4,Espanhol,7
689,O Senhor dos Anéis #689,898,2016-11-19,Ficção Científica,70.33,1,MG,9,Espanhol,7
690,Neuromancer #690,687,2016-11-20,Romance,74.48,9,RJ,1,Português,5
691,Harry Potter #691,660,2016-11-21,Distopia,140.91,7,ES,3,Português,5
692,Moby Dick #692,1088,2016-11-22,Distopia,36.93,4,ES,3,Inglês,4
693,A Revolução dos Bichos #693,439,2016-11-23,Suspense,48.02,6,MG,5,Inglês,7
694,It - A Coisa #694,635,2016-11-24,Distopia,119.99,5,SP,3,Inglês,0
695,O Alquimista #695,319,2016-11-25,Ficção Científica,25.47,10,MG,4,Francês,2
696,Capitães da Areia #696,401,2016-11-26,Ficção Científica,32.33,1,ES,4,Espanhol,3
697,1984 #697,286,2016-11-27,Realismo Mágico,76.79,9,MG,5,Inglês,0
698,Dom Casmurro #698,390,2016-11-28,Ficção,126.16,3,RJ,8,Português,4
699,O Código Da Vinci #699,367,2016-11-29,Clássico,75.41,7,ES,9,Português,0
700,Harry Potter #700,943,2016-11-30,Distopia,122.37,1,ES,4,Inglês,3
701,A Revolução dos Bichos #701,241,2016-12-01,Fantasia,117.84,8,ES,7,Inglês,6
702,O Alquimista #702,847,2016-12-02,Realismo Mágico,108.51,1,MG,10,Espanhol,8
703,A Revolução dos Bichos #703,846,2016-12-03,Infantil,71.91,9,RJ,2,Inglês,8
704,Ensaio Sobre a Cegueira #704,436,2016-12-04,Fantasia,71.56,2,RJ,0,Espanhol,0
705,It - A Coisa #705,278,2016-12-05,Distopia,110.28,9,MG,1,Francês,7
706,Memórias Póstumas #706,657,2016-12-06,Ficção Científica,105.52,9,RJ,6,Inglês,8
707,A Revolução dos Bichos #707,494,2016-12-07,Distopia,140.56,1,MG,5,Português,7
708,Orgulho e Preconceito #708,1179,2016-12-08,Fantasia,37.37,8,MG,6,Francês,4
709,A Hora da Estrela #709,594,2016-12-09,Realismo Mágico,34.62,5,MG,0,Espanhol,6
710,It - A Coisa #710,1086,2016-12-10,Distopia,33.7,1,ES,2,Espanhol,0
711,O Alquimista #711,466,2016-12-11,Realismo Mágico,44.79,9,MG,9,Inglês,6
712,A Hora da Estrela #712,248,2016-12-12,Ficção,40.85,4,MG,6,Inglês,8
713,Harry Potter #713,226,2016-12-13,Fantasia,117.06,3,MG,0,Francês,2
714,Ensaio Sobre a Cegueira #714,832,2016-12-14,Realismo Mágico,41.16,4,RJ,10,Inglês,3
715,Grande Sertão: Veredas #715,703,2016-12-15,Terror,111.69,10,RJ,9,Inglês,3
716,Dom Casmurro #716,631,2016-12-16,Fantasia,117.04,6,SP,10,Francês,6
717,O Alquimista #717,257,2016-12-17,Terror,34.17,2,ES,6,Inglês,4
718,O Alquimista #718,377,2016-12-18,Infantil,122.83,4,MG,4,Português,2
719,Moby Dick #719,170,2016-12-19,Terror,142.9,5,MG,5,Espanhol,5
720,O Código Da Vinci #720,490,2016-12-20,Romance,75.49,4,ES,7,Francês,5
721,Ensaio Sobre a Cegueira #721,184,2016-12-21,Infantil,136.93,2,SP,8,Francês,4
722,Capitães da Areia #722,528,2016-12-22,Fantasia,26.99,3,ES,9,Espanhol,1
723,A Revolução dos Bichos #723,916,2016-12-23,Fantasia,44.84,4,MG,10,Francês,2
724,Orgulho e Preconceito #724,858,2016-12-24,Realismo Mágico,68.32,8,MG,5,Inglês,0
725,O Hobbit #725,103,2016-12-25,Ficção,46.42,2,SP,7,Espanhol,1
726,Neuromancer #726,494,2016-12-26,Ficção Científica,28.45,7,ES,6,Inglês,3
727,A Revolução dos Bichos #727,575,2016-12-27,Terror,146.68,5,ES,11,Espanhol,2
728,Harry Potter #728,824,2016-12-28,Suspense,139.76,5,ES,9,Francês,8
729,O Código Da Vinci #729,1184,2016-12-29,Ficção,71.6,2,MG,11,Espanhol,1
730,Grande Sertão: Veredas #730,750,2016-12-30,Ficção,100.78,7,MG,2,Inglês,8
731,1984 #731,591,2016-12-31,Distopia,113.69,3,ES,4,Inglês,5
732,O Hobbit #732,1127,2017-01-01,Distopia,87.19,8,MG,1,Inglês,0
733,Drácula #733,920,2017-01-02,Romance,136.93,2,MG,7,Espanhol,3
734,Drácula #734,1064,2017-01-03,Suspense,46.91,8,MG,9,Português,5
735,O Alquimista #735,820,2017-01-04,Ficção Científica,121.26,2,RJ,11,Inglês,8
736,Dom Casmurro #736,1007,2017-01-05,Realismo Mágico,50.77,7,ES,0,Inglês,5
737,Harry Potter #737,511,2017-01-06,Distopia,91.65,6,SP,5,Inglês,1
738,1984 #738,233,2017-01-07,Distopia,58.05,2,RJ,10,Francês,3
739,1984 #739,618,2017-01-08,Suspense,59.65,10,MG,10,Francês,8
740,Drácula #740,720,2017-01-09,Realismo Mágico,98.4,6,RJ,5,Português,8
741,O Pequeno Príncipe #741,893,2017-01-10,Ficção,91.81,8,ES,7,Francês,7
742,Dom Casmurro #742,196,2017-01-11,Ficção,92.71,10,SP,5,Inglês,2
743,1984 #743,602,2017-01-12,Infantil,21.77,1,MG,4,Inglês,4
744,Harry Potter #744,402,2017-01-13,Romance,127.7,3,RJ,5,Inglês,4
745,It - A Coisa #745,663,2017-01-14,Romance,118.66,6,RJ,7,Francês,0
746,O Alquimista #746,763,2017-01-15,Fantasia,149.06,1,RJ,1,Francês,1
747,Orgulho e Preconceito #747,442,2017-01-16,Romance,148.3,2,RJ,12,Espanhol,6
748,O Alquimista #748,342,2017-01-17,Fantasia,22.12,3,RJ,0,Espanhol,4
749,Harry Potter #749,864,2017-01-18,Realismo Mágico,99.46,5,MG,1,Inglês,6
750,Harry Potter #750,1105,2017-01-19,Clássico,122.04,7,MG,8,Inglês,1
751,O Alquimista #751,613,2017-01-20,Infantil,125.06,9,MG,1,Espanhol,1
752,O Pequeno Príncipe #752,194,2017-01-21,Infantil,98.21,5,MG,9,Francês,7
753,Grande Sertão: Veredas #753,978,2017-01-22,Fantasia,75.33,3,ES,4,Espanhol,4
754,O Pequeno Príncipe #754,236,2017-01-23,Distopia,24.71,6,SP,5,Francês,8
755,O Senhor dos Anéis #755,197,2017-01-24,Clássico,109.17,9,RJ,11,Inglês,3
756,O Hobbit #756,595,2017-01-25,Distopia,127.29,7,ES,2,Português,5
757,Moby Dick #757,80,2017-01-26,Distopia,64.62,8,ES,4,Espanhol,6
758,A Revolução dos Bichos #758,837,2017-01-27,Clássico,132.96,8,MG,12,Espanhol,1
759,Harry Potter #759,754,2017-01-28,Ficção Científica,86.36,4,MG,3,Português,1
760,O Hobbit #760,834,2017-01-29,Romance,139.17,8,SP,5,Espanhol,1
761,O Alquimista #761,183,2017-01-30,Suspense,83.43,1,MG,3,Francês,8
762,O Pequeno Príncipe #762,765,2017-01-31,Ficção Científica,115.53,7,ES,11,Francês,0
763,1984 #763,489,2017-02-01,Romance,96.46,1,SP,4,Espanhol,4
764,O Pequeno Príncipe #764,758,2017-02-02,Infantil,71.99,5,ES,3,Inglês,0
765,It - A Coisa #765,351,2017-02-03,Ficção Científica,120.82,10,MG,11,Inglês,1
766,Capitães da Areia #766,370,2017-02-04,Clássico,53.53,7,ES,5,Espanhol,3
767,Neuromancer #767,507,2017-02-05,Ficção,36.31,8,MG,1,Inglês,2
768,Neuromancer #768,862,2017-02-06,Suspense,36.05,1,MG,3,Português,5
769,Drácula #769,148,2017-02-07,Suspense,94.25,6,MG,12,Espanhol,6
770,Harry Potter #770,259,2017-02-08,Suspense,76.71,8,RJ,8,Espanhol,6
771,O Código Da Vinci #771,407,2017-02-09,Romance,109.88,6,SP,3,Português,4
772,Capitães da Areia #772,634,2017-02-10,Distopia,31.72,7,ES,7,Português,5
773,Neuromancer #773,141,2017-02-11,Romance,128.96,5,ES,7,Português,2
774,Moby Dick #774,565,2017-02-12,Infantil,129.85,6,SP,11,Português,1
775,O Pequeno Príncipe #775,739,2017-02-13,Realismo Mágico,21.37,5,MG,10,Espanhol,6
776,Capitães da Areia #776,793,2017-02-14,Ficção,59.09,1,SP,2,Inglês,2
777,Grande Sertão: Veredas #777,128,2017-02-15,Ficção,66.47,6,ES,11,Português,1
778,O Código Da Vinci #778,1137,2017-02-16,Clássico,93.72,7,ES,8,Português,0
779,A Revolução dos Bichos #779,501,2017-02-17,Distopia,48.17,2,RJ,5,Português,6
780,Ensaio Sobre a Cegueira #780,1200,2017-02-18,Infantil,36.51,7,MG,0,Espanhol,4
781,O Hobbit #781,792,2017-02-19,Fantasia,59.75,7,MG,12,Inglês,6
782,A Revolução dos Bichos #782,1040,2017-02-20,Clássico,89.28,6,MG,6,Português,2
783,Cem Anos de Solidão #783,800,2017-02-21,Infantil,46.8,7,ES,3,Português,7
784,Dom Casmurro #784,609,2017-02-22,Distopia,103.98,1,RJ,4,Inglês,7
785,Ensaio Sobre a Cegueira #785,630,2017-02-23,Realismo Mágico,41.3,4,RJ,4,Inglês,1
786,A Hora da Estrela #786,353,2017-02-24,Infantil,21.17,1,MG,9,Espanhol,7
787,1984 #787,388,2017-02-25,Distopia,24.29,4,SP,11,Inglês,1
788,O Hobbit #788,972,2017-02-26,Fantasia,119.32,8,SP,12,Inglês,0
789,Cem Anos de Solidão #789,641,2017-02-27,Realismo Mágico,73.79,10,ES,6,Inglês,4
790,Dom Casmurro #790,559,2017-02-28,Ficção Científica,28.2,3,MG,6,Espanhol,7
791,O Pequeno Príncipe #791,317,2017-03-01,Infantil,35.72,5,MG,5,Inglês,3
792,A Revolução dos Bichos #792,120,2017-03-02,Romance,130.28,9,RJ,12,Inglês,8
793,A Hora da Estrela #793,235,2017-03-03,Fantasia,99.36,3,MG,2,Inglês,2
794,It - A Coisa #794,525,2017-03-04,Distopia,46.93,5,MG,1,Português,8
795,Cem Anos de Solidão #795,531,2017-03-05,Terror,80.31,2,ES,10,Inglês,6
796,A Revolução dos Bichos #796,985,2017-03-06,Fantasia,130.79,2,MG,4,Português,8
797,Grande Sertão: Veredas #797,916,2017-03-07,Ficção,149.35,6,SP,10,Português,2
798,Drácula #798,486,2017-03-08,Romance,82.93,9,MG,8,Português,8
799,O Código Da Vinci #799,88,2017-03-09,Realismo Mágico,90.52,10,MG,10,Inglês,8
800,Moby Dick #800,439,2017-03-10,Distopia,131.99,9,SP,2,Espanhol,6
801,Cem Anos de Solidão #801,785,2017-03-11,Romance,57.13,4,SP,5,Português,7
802,Dom Casmurro #802,557,2017-03-12,Realismo Mágico,123.81,4,RJ,2,Espanhol,4
803,O Senhor dos Anéis #803,456,2017-03-13,Ficção Científica,66.81,4,SP,7,Espanhol,1
804,O Alquimista #804,582,2017-03-14,Terror,139.06,2,ES,7,Espanhol,3
805,Moby Dick #805,795,2017-03-15,Romance,138.7,2,SP,8,Espanhol,5
806,It - A Coisa #806,387,2017-03-16,Ficção Científica,126.66,7,RJ,9,Espanhol,6
807,Grande Sertão: Veredas #807,1094,2017-03-17,Clássico,38.08,7,ES,2,Inglês,0
808,Harry Potter #808,1048,2017-03-18,Ficção Científica,76.18,1,RJ,8,Inglês,2
809,Cem Anos de Solidão #809,340,2017-03-19,Romance,133.92,5,ES,5,Português,7
810,Harry Potter #810,181,2017-03-20,Romance,108.02,4,MG,1,Inglês,2
811,Harry Potter #811,199,2017-03-21,Clássico,110.2,6,MG,8,Inglês,4
812,A Hora da Estrela #812,1179,2017-03-22,Terror,50.55,7,MG,2,Português,6
813,A Hora da Estrela #813,1144,2017-03-23,Infantil,140.29,7,RJ,9,Inglês,7
814,O Pequeno Príncipe #814,726,2017-03-24,Romance,92.58,9,MG,5,Português,0
815,Cem Anos de Solidão #815,918,2017-03-25,Suspense,64.71,4,RJ,7,Espanhol,8
816,O Hobbit #816,392,2017-03-26,Suspense,98.49,9,MG,8,Português,2
817,Orgulho e Preconceito #817,803,2017-03-27,Ficção Científica,35.68,5,RJ,7,Português,2
818,Cem Anos de Solidão #818,146,2017-03-28,Suspense,131.08,10,ES,2,Espanhol,3
819,Ensaio Sobre a Cegueira #819,1007,2017-03-29,Romance,88.81,3,SP,4,Inglês,4
820,A Hora da Estrela #820,766,2017-03-30,Realismo Mágico,76.99,4,SP,3,Português,0
821,A Revolução dos Bichos #821,922,2017-03-31,Realismo Mágico,66.08,3,RJ,7,Espanhol,1
822,A Revolução dos Bichos #822,300,2017-04-01,Fantasia,30.5,8,SP,9,Português,4
823,Cem Anos de Solidão #823,463,2017-04-02,Fantasia,120.87,2,ES,6,Espanhol,1
824,Drácula #824,604,2017-04-03,Fantasia,148.01,1,RJ,4,Francês,4
825,Cem Anos de Solidão #825,824,2017-04-04,Infantil,137.59,4,RJ,4,Espanhol,1
826,Memórias Póstumas #826,272,2017-04-05,Romance,76.94,3,SP,8,Português,5
827,Ensaio Sobre a Cegueira #827,296,2017-04-06,Ficção Científica,126.88,5,SP,6,Francês,7
828,Neuromancer #828,801,2017-04-07,Terror,117.46,6,MG,9,Espanhol,6
829,1984 #829,588,2017-04-08,Clássico,136.57,10,MG,12,Inglês,0
830,Harry Potter #830,531,2017-04-09,Distopia,109.06,4,SP,7,Espanhol,7
831,A Hora da Estrela #831,672,2017-04-10,Romance,104.21,5,SP,3,Inglês,3
832,Cem Anos de Solidão #832,1126,2017-04-11,Clássico,113.01,10,SP,0,Espanhol,6
833,A Revolução dos Bichos #833,654,2017-04-12,Terror,133.92,10,ES,5,Inglês,5
834,O Alquimista #834,533,2017-04-13,Romance,149.83,10,RJ,0,Espanhol,4
835,It - A Coisa #835,720,2017-04-14,Suspense,54.2,2,MG,9,Português,6
836,Capitães da Areia #836,358,2017-04-15,Ficção,120.71,1,SP,7,Espanhol,0
837,Neuromancer #837,1012,2017-04-16,Ficção,45.89,2,SP,6,Espanhol,5
838,O Código Da Vinci #838,344,2017-04-17,Suspense,103.97,10,ES,9,Português,6
839,Moby Dick #839,274,2017-04-18,Ficção,52.76,5,SP,10,Francês,1
840,Ensaio Sobre a Cegueira #840,458,2017-04-19,Infantil,58.22,1,RJ,12,Espanhol,2
841,Dom Casmurro #841,232,2017-04-20,Clássico,87.04,6,MG,6,Espanhol,7
842,Harry Potter #842,434,2017-04-21,Ficção,144.43,4,MG,11,Inglês,6
843,Drácula #843,768,2017-04-22,Suspense,80.02,5,MG,6,Francês,2
844,O Pequeno Príncipe #844,1071,2017-04-23,Infantil,41.08,9,MG,7,Espanhol,0
845,O Código Da Vinci #845,936,2017-04-24,Clássico,35.54,8,RJ,5,Espanhol,3
846,Drácula #846,407,2017-04-25,Fantasia,93.65,5,ES,2,Espanhol,1
847,Orgulho e Preconceito #847,733,2017-04-26,Terror,95.28,7,MG,10,Português,0
848,Moby Dick #848,533,2017-04-27,Ficção Científica,110.87,9,SP,4,Português,6
849,Grande Sertão: Veredas #849,358,2017-04-28,Ficção Científica,137.41,3,RJ,10,Português,2
850,1984 #850,764,2017-04-29,Terror,143.52,3,ES,6,Português,1
851,Neuromancer #851,848,2017-04-30,Realismo Mágico,77.72,4,MG,2,Inglês,2
852,Memórias Póstumas #852,999,2017-05-01,Realismo Mágico,63.3,1,RJ,12,Português,6
853,1984 #853,1110,2017-05-02,Ficção,35.64,9,RJ,4,Português,7
854,Capitães da Areia #854,888,2017-05-03,Suspense,121.19,4,MG,0,Português,0
855,O Pequeno Príncipe #855,590,2017-05-04,Infantil,100.26,8,SP,12,Francês,1
856,O Pequeno Príncipe #856,599,2017-05-05,Ficção,116.08,3,RJ,10,Espanhol,5
857,Moby Dick #857,407,2017-05-06,Ficção,72.32,4,MG,8,Francês,1
858,Moby Dick #858,131,2017-05-07,Romance,29.85,3,SP,6,Espanhol,1
859,A Hora da Estrela #859,843,2017-05-08,Fantasia,38.28,2,MG,4,Português,0
860,Cem Anos de Solidão #860,286,2017-05-09,Fantasia,37.41,5,SP,9,Francês,2
861,O Código Da Vinci #861,349,2017-05-10,Terror,72.63,8,RJ,7,Espanhol,3
862,A Hora da Estrela #862,331,2017-05-11,Ficção,140.24,9,RJ,5,Português,4
863,Ensaio Sobre a Cegueira #863,222,2017-05-12,Suspense,129.31,5,MG,2,Espanhol,2
864,Ensaio Sobre a Cegueira #864,621,2017-05-13,Distopia,21.93,6,SP,11,Inglês,1
865,A Hora da Estrela #865,236,2017-05-14,Distopia,145.14,3,RJ,1,Francês,3
866,Orgulho e Preconceito #866,1046,2017-05-15,Infantil,122.21,6,SP,0,Espanhol,6
867,Neuromancer #867,456,2017-05-16,Realismo Mágico,34.89,4,RJ,2,Inglês,5
868,O Código Da Vinci #868,1043,2017-05-17,Romance,120.58,4,RJ,10,Espanhol,3
869,Capitães da Areia #869,440,2017-05-18,Suspense,40.15,8,RJ,5,Espanhol,3
870,1984 #870,719,2017-05-19,Distopia,37.03,3,MG,12,Espanhol,6
871,O Hobbit #871,433,2017-05-20,Romance,82.61,2,RJ,10,Português,3
872,Neuromancer #872,852,2017-05-21,Realismo Mágico,141.31,4,RJ,9,Inglês,3
873,Capitães da Areia #873,507,2017-05-22,Distopia,60.89,1,MG,7,Português,1
874,O Hobbit #874,440,2017-05-23,Clássico,141.52,9,SP,1,Inglês,7
875,A Hora da Estrela #875,614,2017-05-24,Realismo Mágico,104.2,8,ES,7,Inglês,4
876,Harry Potter #876,863,2017-05-25,Terror,50.44,5,ES,11,Português,7
877,Harry Potter #877,628,2017-05-26,Romance,88.77,2,RJ,9,Português,2
878,It - A Coisa #878,602,2017-05-27,Realismo Mágico,46.28,9,MG,9,Espanhol,2
879,It - A Coisa #879,479,2017-05-28,Romance,37.28,1,MG,10,Espanhol,8
880,Orgulho e Preconceito #880,591,2017-05-29,Infantil,106.78,10,SP,7,Espanhol,2
881,Ensaio Sobre a Cegueira #881,816,2017-05-30,Clássico,45.17,5,SP,0,Francês,0
882,Ensaio Sobre a Cegueira #882,529,2017-05-31,Ficção,56.28,9,RJ,3,Português,8
883,A Hora da Estrela #883,804,2017-06-01,Clássico,146.23,4,RJ,4,Português,7
884,Capitães da Areia #884,948,2017-06-02,Terror,144.97,7,RJ,2,Francês,7
885,Moby Dick #885,178,2017-06-03,Fantasia,61.86,7,MG,8,Francês,1
886,A Hora da Estrela #886,853,2017-06-04,Ficção,21.62,3,RJ,9,Inglês,5
887,Orgulho e Preconceito #887,643,2017-06-05,Distopia,38.04,5,ES,9,Espanhol,4
888,Drácula #888,628,2017-06-06,Ficção Científica,62.75,5,ES,6,Inglês,7
889,A Revolução dos Bichos #889,418,2017-06-07,Ficção Científica,144.28,9,SP,8,Português,0
890,Neuromancer #890,1093,2017-06-08,Suspense,137.52,7,ES,6,Inglês,8
891,Dom Casmurro #891,712,2017-06-09,Terror,80.71,1,RJ,5,Espanhol,2
892,Drácula #892,1036,2017-06-10,Ficção,71.95,2,ES,10,Francês,2
893,Grande Sertão: Veredas #893,1146,2017-06-11,Infantil,113.54,10,SP,1,Inglês,6
894,Dom Casmurro #894,832,2017-06-12,Fantasia,45.11,1,ES,8,Espanhol,7
895,Harry Potter #895,280,2017-06-13,Ficção,139.34,5,MG,12,Espanhol,5
896,It - A Coisa #896,815,2017-06-14,Romance,42.42,2,MG,10,Português,8
897,Ensaio Sobre a Cegueira #897,83,2017-06-15,Ficção,146.13,5,ES,1,Inglês,5
898,Grande Sertão: Veredas #898,1061,2017-06-16,Ficção,67.46,8,ES,0,Espanhol,8
